nl|Fossielen van insecten bestaan vaak uit alleen uit een vleugel of zelfs slechts een afdruk
en|do cats eat bats, I wonder?â€ And here Alice began to get rather sleepy, and
nl|hiervan. Hierdoor is het hypostigma eveneens een belangrijk identificatiekenmerk voor fossiele mierenleeuwen. Een aantal soorten
en|went on saying to herself, in a dreamy sort of way, â€œDo cats eat bats?
nl|heeft ook een donker vlekje aan de bovenste vleugelrand wat het pterostigma wordt genoemd. Het
en|Do cats eat bats?â€ and sometimes, â€œDo bats eat cats?â€ for, you see, as she
nl|oppervlak is verdikt waardoor het pterostigma zwaarder is en het zwaartepunt van de vleugel verlegt.
nl|De aanwezigheid en de vorm en positie van het pterostigma kan karakteristiek zijn voor de
nl|soort.[9] Achterlijf Het grootste deel van het lichaam bestaat uit het langwerpige en cilindrische achterlijf
en|couldnâ€™t answer either question, it didnâ€™t much matter which way she put it. She felt
nl|of abdomen. Het achterlijf draagt geen verdikkingen of extremiteiten en bestaat altijd uit tien segmenten
nl|die zowel aan de boven- als onderzijde als zodanig te herkennen zijn. Het achterlijf bevat
nl|het grootste deel van het spijsverteringskanaal, daarnaast zijn de anus en de geslachtsorganen aan het
en|that she was dozing off, and had just begun to dream that she was walking
en|hand in hand with Dinah, and saying to her very earnestly, â€œNow, Dinah, tell me
en|the truth: did you ever eat a bat?â€ when suddenly, thump! thump! down she came
en|upon a heap of sticks and dry leaves, and the fall was over. Alice was
en|not a bit hurt, and she jumped up on to her feet in a moment:
en|she looked up, but it was all dark overhead; before her was another long passage,
en|and the White Rabbit was still in sight, hurrying down it. There was not a
en|moment to be lost: away went Alice like the wind, and was just in time
en|to hear it say, as it turned a corner, â€œOh my ears and whiskers, how
en|late itâ€™s getting!â€ She was close behind it when she turned the corner, but the
en|Rabbit was no longer to be seen: she found herself in a long, low hall,
en|which was lit up by a row of lamps hanging from the roof. There were
en|doors all round the hall, but they were all locked; and when Alice had been
en|all the way down one side and up the other, trying every door, she walked
nl|einde van het achterlijf gepositioneerd. Aan het uiteinde van het achterlijf zijn twee achterlijfsaanhangsels of
en|sadly down the middle, wondering how she was ever to get out again. Suddenly she
en|came upon a little three-legged table, all made of solid glass; there was nothing on
nl|cerci aanwezig. Deze spelen een belangrijke rol tijdens de paring. Onderscheid met andere groepen Uitklappen
nl|Afbeeldingen: Gelijkende insecten Op het eerste gezicht lijkt de volwassen mierenleeuw sprekend op een waterjuffer,
nl|een libel uit de groep juffers. Een mierenleeuw is echter makkelijk van een waterjuffer te
nl|onderscheiden door de antennes. Deze zijn bij alle waterjuffers zeer klein, dun en draadachtig en
en|it except a tiny golden key, and Aliceâ€™s first thought was that it might belong
en|to one of the doors of the hall; but, alas! either the locks were too
en|large, or the key was too small, but at any rate it would not open
en|any of them. However, on the second time round, she came upon a low curtain
en|she had not noticed before, and behind it was a little door about fifteen inches
en|high: she tried the little golden key in the lock, and to her great delight
en|it fitted! Alice opened the door and found that it led into a small passage,
en|not much larger than a rat-hole: she knelt down and looked along the passage into
en|the loveliest garden you ever saw. How she longed to get out of that dark
en|hall, and wander about among those beds of bright flowers and those cool fountains, but
en|she could not even get her head through the doorway; â€œand even if my head
en|would go through,â€ thought poor Alice, â€œit would be of very little use without my
en|shoulders. Oh, how I wish I could shut up like a telescope! I think I
en|could, if I only knew how to begin.â€ For, you see, so many out-of-the-way things
en|had happened lately, that Alice had begun to think that very few things indeed were
en|really impossible. There seemed to be no use in waiting by the little door, so
en|she went back to the table, half hoping she might find another key on it,
en|or at any rate a book of rules for shutting people up like telescopes: this
en|time she found a little bottle on it, (â€œwhich certainly was not here before,â€ said
en|Alice,) and round the neck of the bottle was a paper label, with the words
en|â€œDRINK ME,â€ beautifully printed on it in large letters. It was all very well to
nl|hierdoor moeilijk zichtbaar. Bij mierenleeuwen echter zijn de antennes zonder uitzondering dik en duidelijk gesegmenteerd,
nl|de antennes eindigen altijd hockeystickachtig; het uiteinde is naar de zijkant gekromd. Andere verschillen zijn
nl|de vleugels, die bij mierenleeuwen in rust als een dakje over het achterlijf worden gevouwen
nl|maar bij de juffers achter het lichaam worden samengeklapt, dus niet plat op de rug.
nl|Ook zijn waterjuffers in de regel overdag actief en mierenleeuwen 's nachts. Overdag rusten ze
nl|en vertrouwen op de camouflage, ze laten zich van de ondergrond plukken. Waterjuffers daarentegen zijn
nl|erg schuw en laten zich niet benaderen. Mierenleeuwen kunnen ook verward worden met soorten uit
nl|de familie Osmylidae. Deze verwante netvleugeligen hebben een gelijkende bouw maar duidelijk verschillende, draadvormige antennen.
nl|De larve van de valkuilen gravende soorten is door de gedrongen lichaamsbouw en de ingegraven
nl|levenswijze niet met andere insectenlarven te verwarren. Vrijlevende soorten zijn als larve vanwege de grote
nl|kaken te verwarren met larven van bijvoorbeeld gaasvliegen. De omgeving (het klimaat en de geografische
en|for pistol and ball. With a philosophical flourish Cato throws himself upon his sword; I
en|quietly take to the ship. There is nothing surprising in this. If they but knew
en|it, almost all men in their degree, some time or other, cherish very nearly the
en|same feelings towards the ocean with me. There now is your insular city of the
nl|ligging) waarin een sediment werd afgezet wordt het afzettingsmilieu genoemd. Elk afzettingsmilieu heeft een karakteristieke
nl|combinatie van geologische processen en omstandigheden. Welk type sediment wordt afgezet wordt behalve door de
nl|aanvoer van sediment ook door het afzettingsmilieu bepaald. Een marien afzettingsmilieu wil zeggen dat een
nl|sedimentair gesteente in zee werd gevormd. Er wordt een tweedeling gemaakt tussen diep marien en
nl|ondiep marien, waarbij de grens bij ongeveer 200 m diep water gelegd wordt. Ondiep-mariene-milieus komen
nl|voor van de kust tot de randen van het continentaal plat. In ondiep water komt
nl|veel meer stroming voor dan in diep water, als gevolg van golfwerking. Bijgevolg is het
nl|sediment daar normaal gesproken grover dan in diep-mariene-milieus. Typisch voor ondiep-mariene-milieus is een afwisseling van
nl|zand, klei en silt. Verder uit de kust is de aanvoer van zulk materiaal doorgaans
nl|gering. In dergelijke omstandigheden zijn de processen die kunnen bepalen welk gesteente gevormd wordt overwegend
nl|biochemisch van aard. Vooral in een warm klimaat zullen in ondiepe zeeÃ«n veel kleine organismes
nl|voorkomen die hun skeletjes uit kalk (carbonaat) opbouwen. Door de bezinking van deze skeletjes kan
nl|kalkslib afgezet worden, dat later wordt omgezet in kalksteen. Ook kunnen in zulke omstandigheden riffen
nl|voorkomen waar het sediment bestaat uit de kalkskeletten van grotere organismen. In diep-mariene-milieus is de
nl|stroming over de zeebodem gering, zodat alleen kleine deeltjes aangevoerd worden. Typische sedimenten in diep-mariene-milieus
nl|zijn zeer fijne klei en skeletjes van micro-organismen. Op ongeveer 4 km diepte neemt de
nl|oplosbaarheid van carbonaten snel toe. Deze diepte wordt de lysocline genoemd. Onder de lysocline kunnen
nl|geen kalkhoudende sedimenten meer worden gevormd. Bepaalde micro-organismes, die hun skeletjes uit silica opbouwen, bezinken
nl|nog wel. Een voorbeeld van een sedimentair gesteente op zo'n grote diepte is radiolariet. Wanneer
nl|de zeebodem niet geheel vlak is, zoals op een continentale helling, kunnen af en toe
en|say â€œDrink me,â€ but the wise little Alice was not going to do that in
en|a hurry. â€œNo, Iâ€™ll look first,â€ she said, â€œand see whether itâ€™s marked â€˜poisonâ€™ or
en|notâ€; for she had read several nice little histories about children who had got burnt,
en|and eaten up by wild beasts and other unpleasant things, all because they would not
en|remember the simple rules their friends had taught them: such as, that a red-hot poker
en|will burn you if you hold it too long; and that if you cut your
en|finger very deeply with a knife, it usually bleeds; and she had never forgotten that,
en|if you drink much from a bottle marked â€œpoison,â€ it is almost certain to disagree
nl|troebelingsstromen voorkomen, die grote hoeveelheden sediment in korte tijd aanvoeren van gebieden hoger op de
nl|helling. Vanwege de toegenomen stroomsnelheid kunnen hiermee ook grovere sedimenten worden afgezet, zoals zand en
nl|silt. Een op die manier gevormde opeenvolging van sedimentair gesteente wordt een turbidiet genoemd. De
nl|kust zelf is een afzettingsmilieu dat wordt gedomineerd door golfwerking. Op een strand worden vooral
nl|zand en grind afgezet, gemengd met fragmenten van schelpen. Wadden en zandbanken kunnen afhankelijk van
nl|het getijde soms droogvallen. Ze worden doorsneden door geulen, waar de stroming sterker is en
nl|het afgezette sediment grover. Langs de kust van zowel zeeÃ«n als meren kunnen delta's voorkomen,
nl|grote opeenhopingen van sediment dat is aangevoerd door een rivier en bezonken bij de riviermonding.
nl|Delta's bestaan uit voornamelijk uit klastisch sediment. Van een op het land gevormd sedimentair gesteente
en|with you, sooner or later. However, this bottle was not marked â€œpoison,â€ so Alice ventured
en|to taste it, and finding it very nice, (it had, in fact, a sort of
en|mixed flavour of cherry-tart, custard, pine-apple, roast turkey, toffee, and hot buttered toast,) she very
en|soon finished it off. Call me Ishmael. Some years agoâ€”never mind how long preciselyâ€”having little
nl|wordt gezegd dat het een continentaal of terrestrisch afzettingsmilieu heeft. Voorbeelden zijn lagunes, meren, moerassen,
nl|spoelvlaktes van rivieren en puinwaaiers. In stilstaand water, zoals in moerassen, meren en lagunes, worden
nl|fijne sedimenten afgezet, gemengd met organisch materiaal bestaande uit de resten van dode planten en
nl|dieren. Stromend water, zoals in rivieren, voert meer klastisch sediment aan. Sediment dat door landijs,
nl|massabewegingen of de wind is afgezet heeft minder blootgestaan aan water en kan daardoor minder
nl|sterk verweerd zijn. Sediment getransporteerd door gletsjers kan sterk variÃ«ren in korrelgrootte, terwijl door rivieren
nl|en wind afgezette sedimenten vaak een goede sortering hebben. De uitgave van de dagboeken van
nl|P.J.M. Aalberse (1871-1948) sluit aan bij de Onderzoeksgids Sociale Zekerheid 1890-1967. De katholieke politicus Aalberse,
nl|kamerlid sinds 1903, was de eerste minister van Sociale Zaken (1918-1925). Hij bracht een aantal
nl|belangrijke sociale wetten tot stand. Na 1925 was hij onder meer fractievoorzitter van de RK
nl|Staatspartij (1930-1936), kamervoorzitter en lid van de Raad van State. In katholieke kring en daarbuiten
en|or no money in my purse, and nothing particular to interest me on shore, I
en|thought I would sail about a little and see the watery part of the world.
en|It is a way I have of driving off the spleen and regulating the circulation.
en|Whenever I find myself growing grim about the mouth; whenever it is a damp, drizzly
en|November in my soul; whenever I find myself involuntarily pausing before coffin warehouses, and bringing
en|up the rear of every funeral I meet; and especially whenever my hypos get such
en|an upper hand of me, that it requires a strong moral principle to prevent me
en|from deliberately stepping into the street, and methodically knocking peopleâ€™s hats offâ€”then, I account it
en|high time to get to sea as soon as I can. This is my substitute
en|Manhattoes, belted round by wharves as Indian isles by coral reefsâ€”commerce surrounds it with her
en|surf. Right and left, the streets take you waterward. Its extreme downtown is the battery,
en|where that noble mole is washed by waves, and cooled by breezes, which a few
en|hours previous were out of sight of land. Look at the crowds of water-gazers there.
en|Circumambulate the city of a dreamy Sabbath afternoon. Go from Corlears Hook to Coenties Slip,
nl|was hij actief op tal van maatschappelijke terreinen. Aalberses dagboeken bieden een belangwekkende blik achter
nl|de politieke schermen. Dit boeiende egodocument biedt echter veel meer dan alleen politieke informatie. Aalberse
nl|begon als student in Leiden dagboekaantekeningen te maken en ging daarmee door tot een half
nl|jaar voor zijn dood. Dat gebeurde wel met veel onderbrekingen, soms van jaren. In totaal
nl|vulde hij ruim 3200 bladzijden, waarvan er ongeveer 2500 zijn overgebleven. De uitgave van Aalberses
nl|dagboeken kan nuttig zijn voor verschillende doeleinden en doelgroepen. Zij biedt niet alleen inzicht in
nl|de fundering van de Nederlandse verzorgingsstaat in de jaren vÃ³Ã³r de Tweede Wereldoorlog, maar draagt
nl|ook bij aan het beeld van een politiek en maatschappelijk belangrijke periode. De uitgave stelt
nl|ons in staat gebeurtenissen, opvattingen en mentaliteit, in het bijzonder aan de top van de
nl|katholieke zuil, in hun ontwikkeling te volgen. Zij is een goed toegankelijke bron voor het
nl|onderzoek naar de politieke cultuur en omgangsvormen in de eerste helft van de twintigste eeuw.
nl|De vroege dagboeken tonen de psychologische en intellectuele ontwikkeling van een jonge man uit de
nl|middenklasse aan het einde van de negentiende eeuw. Gezien het fragmentarische karakter van het dagboek
nl|tot midden 1902 is besloten tot een uitgave in twee vormen: Een volledige transcriptie van
nl|het manuscript (1891-1947) is met tekstkritische annotatie op deze website in elektronische vorm als doorzoekbare
nl|tekst beschikbaar. De aantekeningen over de jaren 1902-1947 zijn in boekvorm uitgegeven met tekstkritische en
nl|verwijzende annotatie, en voorzien van een inleiding, bijlagen en indices. Deze site bevat de volgende
nl|onderdelen Een uitgebreide inleiding Een overzicht van de dagboeken Een zoekformulier waarmee u in de
nl|tekst van de dagboeken kunt zoeken. Een kalender waarop u kunt zien voor welke dagen
nl|Aalberse aantekeningen heeft gemaakt. De kapel werd in de eerste jaren van de 14e eeuw
nl|gebouwd in opdracht van Enrico degli Scrovegni, telg van een schatrijke familie uit Padua. Ze
nl|was via een zijdeur toegankelijk vanuit het palazzo dat Enrico in diezelfde periode liet bouwen
nl|op de ruÃ¯nes van het Romeinse amfitheater in zijn stad. De decoratie van de kapel
nl|vertrouwde hij toe aan Giotto di Bondone, die faam had verworven als schilder met zijn
nl|werk in Assisi, Rome, Rimini en in Padua zelf. De keuze van deze kunstenaar moest
nl|bijdragen aan het prestige van de familie en leiden tot de uitbreiding van haar invloed
nl|in de stad. De Degli Scrovegni waren grootgrondbezitters en bankiers, die grote rijkdom hadden vergaard
nl|door woekerrente te eisen voor de kredieten die zij aan stadsgenoten verleenden. Vandaar de volksetymologische
nl|verklaring voor de familienaam, die zou zijn afgeleid van het Italiaanse woord scrofa, zeug. Het
nl|wapenschild van de familie draagt dan ook een zeug van azuur op een wit veld.
nl|De kapel was bedoeld als grafkapel voor Enrico en zijn afstammelingen. Vaak wordt gesteld dat
nl|Enrico de kapel zou hebben laten oprichten als boetedoening voor het wangedrag van zijn vader
nl|Rinaldo (voluit: Reginaldo) di Ugolino die was overleden tussen 1288 en 1290. Deze laatste was
nl|een gewetenloos woekeraar die vele families van Padua geruÃ¯neerd had. Hij was zo berucht dat
nl|hij door Dante in zijn Divina Commedia wordt gesitueerd in de zevende ring van het
nl|Inferno: de dichter herkent Rinaldo Scrovegni aan het familiewapen dat is afgebeeld op de geldbuidel
nl|die om zijn nek hangt. De stichter droeg de kapel op aan Maria-Boodschap. Deze keuze
nl|houdt zeker verband met Enrico Scrovegni's lidmaatschap van de gaudenten, een orde die was opgericht
nl|om woekeraars te bestrijden en de verering van Maria te verspreiden.] De opdracht aan Maria
nl|blijkt overduidelijk uit de decoratie van het interieur, en tevens uit de feestdag waarop ze
nl|werd gewijd: de eerste inwijding van het bouwwerk in 1303 vond vermoedelijk plaats op 25
nl|maart, de dag waarop de katholieke kerk de Boodschap aan Maria herdenkt. Dat ook de
nl|plechtige inwijding in 1305 (na de voltooiing van Giotto's frescocyclus) op dezelfde feestdag plaatsvond, mag
nl|als zeker worden beschouwd. Hoewel de kapel initieel als familiekapel was bedoeld, werd ze reeds
nl|in de beginperiode opengesteld voor de publieke eredienst, wat in 1305 leidde tot protest van
nl|de monniken van het nabijgelegen augustijnenklooster. Verval en restauratiecampagnes Weinig is bekend over de historie
nl|van de kapel tot aan het begin van de 19e eeuw. In 1827 werd het
nl|palazzo van de Scrovegni afgebroken, maar de kapel bleef wel gespaard. In 1881 werd ze
nl|bij notariÃ«le akte aangekocht door de stad Padua, die er begin 21e eeuw nog steeds
nl|de eigenaar van is. Daarbij werd ze ook onttrokken aan de eredienst. Tegen het einde
nl|van de 18e eeuw was de kapel in slechte staat: het gebouw vertoonde grote scheuren
nl|en barsten, regenwater sijpelde naar binnen, er ontstond uitbloei, de kleuren van de verflaag werden
nl|dof en vervaagden. Het azuur verpulverde en de gouden aureolen waren zwart geworden. Vooral het
nl|Laatste Oordeel op de binnenzijde van de voorgevel was sterk aangetast, dit ten gevolge van
nl|de instorting van de 15e-eeuwse portiek: de bepleistering was op diverse plaatsen weg of dreigde
nl|los te komen. Over een aantal scÃ¨nes waren rasterlijnen aangebracht om er kopieÃ«n van te
nl|maken; in andere zaten gaten van de spijkers die daar ooit waren in geslagen om
nl|de kapel op feestdagen te versieren met tapijten. Restauraties waren uitgevoerd, maar niet altijd even
nl|vakkundig: sommige scÃ¨nes waren helemaal herschilderd, soms met ruwe penseelstreken of op de droge bepleistering
nl|i.p.v. al fresco. Vanaf 1869 werden nauwgezette restauraties uitgevoerd. In 1881 werd de kapel aangekocht
nl|door de stad Padua, en snel daarna werden de restauraties verdergezet tot in 1897. In
nl|het midden van de 20e eeuw volgde een nieuwe restauratiecampagne waarbij men een experimentele techniek
nl|heeft toegepast die mettertijd echter desastreus bleek. In de jaren 1988-2000 werden het gebouw en
nl|de chemische en biologische vervuiling van de fresco's grondig onderzocht, waarna de fresco's in 2001-2002
nl|werden gerestaureerd door een ploeg van 65 restaurateurs. Om te voorkomen dat stof (dat vaak
nl|vermengd is met vervuilende elementen) en waterdamp de fresco's opnieuw zouden aantasten, werd het microklimaat
nl|in de kapel beschermd door een luchtzuiveringsinstallatie en de inrichting van een zogenaamde technologisch uitgeruste
nl|toegangsruimte ("Corpo tecnologico attrezzato di accesso"): een soort sas waar de bezoekers een poos moeten
nl|verblijven alvorens ze toegang krijgen tot de kapel. De voorziening voor in eerste instantie 17
